Date,Department,Age,Employees
200906,Correctional Service Canada,50-54,2445
200912,Correctional Service Canada,50-54,2444
201106,Correctional Service Canada,50-54,2444
201103,Correctional Service Canada,50-54,2443
201303,Employment and Social Development Canada,55-59,2440
200806,National Defence,35-39,2439
201403,Canada Revenue Agency,60-64,2439
200903,Correctional Service Canada,50-54,2438
201506,Canada Revenue Agency,60-64,2436
200803,National Defence,35-39,2435
200812,Correctional Service Canada,50-54,2431
201309,Employment and Social Development Canada,35-39,2431
201112,Canada Revenue Agency,25-29,2428
201109,Canada Revenue Agency,25-29,2427
201209,Correctional Service Canada,30-34,2427
201506,Employment and Social Development Canada,55-59,2426
201006,Correctional Service Canada,50-54,2424
201112,Correctional Service Canada,30-34,2424
200909,Correctional Service Canada,50-54,2418
201303,National Defence,35-39,2412
201109,Correctional Service Canada,30-34,2406
201412,Canada Revenue Agency,60-64,2403
200803,Correctional Service Canada,50-54,2400
201303,Canada Revenue Agency,60-64,2397
201506,Employment and Social Development Canada,30-34,2396
201512,Canada Revenue Agency,60-64,2394
201412,Employment and Social Development Canada,55-59,2393
200812,National Defence,30-34,2392
201403,Employment and Social Development Canada,30-34,2389
200806,Correctional Service Canada,50-54,2385
200809,Correctional Service Canada,50-54,2383
201212,Canada Border Services Agency,30-34,2382
201406,Canada Border Services Agency,35-39,2377
200806,Employment and Social Development Canada,30-34,2376
201212,Correctional Service Canada,30-34,2376
201303,Correctional Service Canada,30-34,2375
201412,Employment and Social Development Canada,30-34,2375
201509,Employment and Social Development Canada,30-34,2374
201209,Canada Border Services Agency,30-34,2371
201403,Employment and Social Development Canada,55-59,2371
201303,Canada Border Services Agency,30-34,2370
201409,Canada Border Services Agency,35-39,2363
201103,Correctional Service Canada,30-34,2362
201312,Canada Revenue Agency,60-64,2361
201312,Correctional Service Canada,30-34,2361
201406,Employment and Social Development Canada,30-34,2361
201406,Employment and Social Development Canada,55-59,2359
201106,Correctional Service Canada,30-34,2355
201112,Canada Border Services Agency,30-34,2354
201203,Canada Revenue Agency,60-64,2351
201309,Correctional Service Canada,30-34,2351
201203,Canada Border Services Agency,30-34,2350
201403,Canada Border Services Agency,35-39,2350
201206,Canada Border Services Agency,30-34,2348
201212,Canada Revenue Agency,60-64,2346
201212,Canada Revenue Agency,25-29,2345
200909,Employment and Social Development Canada,25-29,2341
201403,Canada Border Services Agency,30-34,2335
201306,Canada Border Services Agency,30-34,2332
201306,Canada Revenue Agency,60-64,2331
200809,Employment and Social Development Canada,30-34,2330
201306,Correctional Service Canada,30-34,2329
201409,Canada Revenue Agency,25-29,2329
201209,Canada Revenue Agency,25-29,2328
200803,Employment and Social Development Canada,30-34,2327
200912,Correctional Service Canada,30-34,2327
201509,Canada Revenue Agency,60-64,2327
201306,Employment and Social Development Canada,55-59,2324
201409,Canada Revenue Agency,60-64,2324
201312,Canada Border Services Agency,30-34,2323
201312,Canada Revenue Agency,25-29,2323
201409,Employment and Social Development Canada,55-59,2317
201409,Employment and Social Development Canada,30-34,2315
201003,Correctional Service Canada,30-34,2313
201109,Canada Border Services Agency,30-34,2311
201009,Correctional Service Canada,30-34,2308
201103,Employment and Social Development Canada,25-29,2308
201309,Canada Border Services Agency,30-34,2308
201406,Canada Border Services Agency,30-34,2308
201403,Correctional Service Canada,30-34,2305
201406,Correctional Service Canada,30-34,2305
201012,Correctional Service Canada,30-34,2299
201412,Canada Revenue Agency,25-29,2299
201306,National Defence,35-39,2298
200909,Correctional Service Canada,30-34,2294
201106,Canada Border Services Agency,30-34,2294
201012,Employment and Social Development Canada,25-29,2293
201312,Canada Border Services Agency,35-39,2292
201006,Correctional Service Canada,30-34,2290
201309,Canada Revenue Agency,60-64,2288
201309,National Defence,35-39,2286
201312,National Defence,35-39,2281
200809,National Defence,30-34,2280
201206,Canada Revenue Agency,60-64,2280
201412,Canada Border Services Agency,30-34,2279
201409,Correctional Service Canada,30-34,2277
201409,Canada Border Services Agency,30-34,2276
200906,Employment and Social Development Canada,25-29,2271
201403,National Defence,35-39,2269
201309,Canada Revenue Agency,25-29,2267
201103,Public Services and Procurement Canada,45-49,2265
200803,Public Services and Procurement Canada,45-49,2262
200906,Correctional Service Canada,30-34,2262
201206,Public Services and Procurement Canada,50-54,2261
201309,Canada Border Services Agency,35-39,2252
201206,Employment and Social Development Canada,30-34,2249
201412,Correctional Service Canada,30-34,2249
201503,National Defence,35-39,2249
201512,Canada Revenue Agency,25-29,2243
200909,Fisheries and Oceans Canada,50-54,2239
201103,Canada Border Services Agency,30-34,2237
201503,Canada Border Services Agency,30-34,2236
201012,Public Services and Procurement Canada,45-49,2235
201506,National Defence,35-39,2235
201312,Employment and Social Development Canada,55-59,2232
201106,Public Services and Procurement Canada,45-49,2231
201303,Public Services and Procurement Canada,50-54,2231
201509,Canada Revenue Agency,25-29,2230
201509,National Defence,35-39,2229
201306,Canada Border Services Agency,35-39,2228
200806,National Defence,30-34,2227
201009,Employment and Social Development Canada,25-29,2226
201309,Employment and Social Development Canada,55-59,2225
201406,National Defence,35-39,2225
201603,National Defence,35-39,2225
200806,Public Services and Procurement Canada,45-49,2224
200809,Public Services and Procurement Canada,45-49,2223
200903,Correctional Service Canada,30-34,2223
201209,Public Services and Procurement Canada,50-54,2223
200812,Public Services and Procurement Canada,45-49,2221
201003,Fisheries and Oceans Canada,50-54,2221
201209,Canada Revenue Agency,60-64,2221
201412,National Defence,35-39,2219
200906,Public Services and Procurement Canada,45-49,2218
200903,Public Services and Procurement Canada,45-49,2217
201012,Canada Border Services Agency,30-34,2217
201303,Canada Border Services Agency,35-39,2217
201309,Public Services and Procurement Canada,50-54,2216
201403,Public Services and Procurement Canada,50-54,2214
200912,Fisheries and Oceans Canada,50-54,2213
200812,Canada Border Services Agency,25-29,2212
201212,Public Services and Procurement Canada,50-54,2209
201312,Public Services and Procurement Canada,50-54,2209
201012,Fisheries and Oceans Canada,50-54,2207
201006,Fisheries and Oceans Canada,50-54,2205
201306,Public Services and Procurement Canada,50-54,2205
201109,Public Services and Procurement Canada,45-49,2204
201009,Public Services and Procurement Canada,45-49,2203
200803,National Defence,30-34,2202
200906,Canada Border Services Agency,25-29,2202
201009,Fisheries and Oceans Canada,50-54,2201
201512,National Defence,35-39,2200
201406,Public Services and Procurement Canada,50-54,2198
200903,Canada Border Services Agency,25-29,2197
201009,Canada Border Services Agency,30-34,2197
201212,Employment and Social Development Canada,30-34,2196
201409,National Defence,35-39,2193
200809,Fisheries and Oceans Canada,50-54,2192
200906,Fisheries and Oceans Canada,50-54,2192
201203,National Defence,30-34,2191
200812,Correctional Service Canada,30-34,2186
201003,Canada Border Services Agency,30-34,2185
201006,Canada Border Services Agency,30-34,2185
201212,Canada Border Services Agency,35-39,2183
201112,Canada Revenue Agency,60-64,2182
201503,Correctional Service Canada,30-34,2182
201103,Canada Revenue Agency,60-64,2180
201506,Canada Border Services Agency,30-34,2179
200909,Public Services and Procurement Canada,45-49,2177
201006,Public Services and Procurement Canada,45-49,2177
201512,Canada Border Services Agency,30-34,2177
201209,Employment and Social Development Canada,30-34,2175
201206,Canada Border Services Agency,35-39,2174
201409,Public Services and Procurement Canada,50-54,2173
200812,Fisheries and Oceans Canada,50-54,2172
201112,Public Services and Procurement Canada,45-49,2172
201509,Canada Border Services Agency,30-34,2171
201003,Public Services and Procurement Canada,45-49,2169
201106,Employment and Social Development Canada,25-29,2168
200912,Canada Border Services Agency,30-34,2166
201103,Fisheries and Oceans Canada,50-54,2166
201209,Canada Border Services Agency,35-39,2165
200903,Fisheries and Oceans Canada,50-54,2161
201303,Employment and Social Development Canada,30-34,2161
200806,Fisheries and Oceans Canada,50-54,2160
201603,Canada Border Services Agency,30-34,2160
201512,Canada Border Services Agency,40-44,2156
201503,Public Services and Procurement Canada,50-54,2153
200912,Public Services and Procurement Canada,45-49,2149
201106,Fisheries and Oceans Canada,50-54,2145
201203,Public Services and Procurement Canada,45-49,2145
200809,Correctional Service Canada,30-34,2141
201106,Canada Revenue Agency,60-64,2141
201412,Public Services and Procurement Canada,50-54,2139
201603,Canada Border Services Agency,40-44,2139
201203,Canada Border Services Agency,35-39,2138
201509,Canada Border Services Agency,40-44,2137
201506,Correctional Service Canada,30-34,2136
201109,Fisheries and Oceans Canada,50-54,2132
200909,Canada Border Services Agency,30-34,2128
201203,Canada Border Services Agency,45-49,2128
200803,Correctional Service Canada,30-34,2127
200806,Correctional Service Canada,30-34,2127
200909,Canada Border Services Agency,25-29,2124
201506,Public Services and Procurement Canada,50-54,2122
200906,Canada Border Services Agency,30-34,2118
201506,Canada Border Services Agency,40-44,2118
201509,Correctional Service Canada,30-34,2118
201512,Correctional Service Canada,30-34,2117
200803,Fisheries and Oceans Canada,50-54,2111
201112,Fisheries and Oceans Canada,50-54,2107
201203,Fisheries and Oceans Canada,50-54,2105
201509,Public Services and Procurement Canada,50-54,2105
201603,Correctional Service Canada,30-34,2105
201603,Public Services and Procurement Canada,50-54,2101
201112,Canada Border Services Agency,45-49,2100
201109,Canada Border Services Agency,45-49,2094
201412,Canada Border Services Agency,40-44,2093
201503,Canada Border Services Agency,40-44,2092
201512,Public Services and Procurement Canada,50-54,2092
201306,Employment and Social Development Canada,30-34,2089
200912,Canada Border Services Agency,25-29,2087
201209,Fisheries and Oceans Canada,50-54,2081
201209,Canada Border Services Agency,45-49,2080
201003,Canada Border Services Agency,45-49,2078
201212,Canada Border Services Agency,45-49,2078
201206,Canada Border Services Agency,45-49,2077
201012,Canada Revenue Agency,60-64,2076
201109,Canada Revenue Agency,60-64,2074
201112,Canada Border Services Agency,35-39,2073
200903,Canada Border Services Agency,30-34,2072
201206,Fisheries and Oceans Canada,50-54,2071
200909,Canada Border Services Agency,45-49,2067
200912,Canada Border Services Agency,45-49,2066
201012,Canada Border Services Agency,45-49,2066
201103,Canada Border Services Agency,45-49,2066
201503,Canada Border Services Agency,50-54,2064
201406,Canada Border Services Agency,40-44,2063
201403,Canada Border Services Agency,40-44,2059
201106,Canada Border Services Agency,45-49,2058
201006,Canada Border Services Agency,25-29,2055
201412,Canada Border Services Agency,50-54,2055
201006,Canada Border Services Agency,45-49,2054
201212,Fisheries and Oceans Canada,50-54,2053
200809,Canada Border Services Agency,25-29,2052
201003,Canada Border Services Agency,25-29,2052
201303,Fisheries and Oceans Canada,50-54,2052
200812,Canada Border Services Agency,30-34,2051
201009,Canada Border Services Agency,45-49,2048
201409,Canada Border Services Agency,40-44,2048
201303,Canada Border Services Agency,45-49,2047
200809,Fisheries and Oceans Canada,45-49,2046
201506,Canada Border Services Agency,50-54,2046
200906,Canada Border Services Agency,45-49,2044
201306,Fisheries and Oceans Canada,50-54,2044
201309,Fisheries and Oceans Canada,50-54,2042
201312,Employment and Social Development Canada,30-34,2040
201306,Canada Border Services Agency,45-49,2039
201312,Canada Border Services Agency,45-49,2038
201512,Canada Border Services Agency,50-54,2037
200903,Canada Border Services Agency,45-49,2036
201403,Canada Border Services Agency,45-49,2035
201403,Fisheries and Oceans Canada,50-54,2035
201206,National Defence,30-34,2034
201603,Canada Border Services Agency,50-54,2033
201509,Canada Border Services Agency,50-54,2032
201012,Canada Border Services Agency,25-29,2031
200903,Fisheries and Oceans Canada,45-49,2030
201309,Canada Border Services Agency,45-49,2030
200812,Fisheries and Oceans Canada,45-49,2027
201406,Canada Border Services Agency,50-54,2025
201312,Canada Border Services Agency,40-44,2024
201006,Canada Revenue Agency,60-64,2021
200806,Fisheries and Oceans Canada,45-49,2019
